DRUG_NAME_UCASE,DRUG_ID
HYDROCORTISONE/NEOMYCIN/POLYMYXIN B OTIC,d03543
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE,d00254
HYDROCORTISONE,d00254
HYDROCORTISONE TOPICAL,d03205
CHLOROXYLENOL/HYDROCORTISONE/PRAMOXINE OTIC,d04076
HYDROCORTISONE TOPICAL,d03205
MULTIVITAMIN WITH MINERALS,d03145
CHLOROXYLENOL/HYDROCORTISONE/PRAMOXINE OTIC,d04076
CORTICOTROPIN,d00604
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE,d00254
HYDROCORTISONE TOPICAL,d03205
CORTISONE,d00609
CORTISONE,d00609
HYDROCORTISONE TOPICAL,d03205
BACITRACIN/HC/NEOMYCIN/POLYMYXIN B TOPICAL,d04196
HYDROCORTISONE/NEOMYCIN/POLYMYXIN B OPHTHALMIC,d04095
HYDROCORTISONE/NEOMYCIN/POLYMYXIN B TOPICAL,d04197
BACITRACIN/HYDROCORTISONE/NEOMYCIN/POLYMYXIN B OPHTHALMIC,d03963
HYDROCORTISONE/NEOMYCIN/POLYMYXIN B OTIC,d03543
COLISTIN/HYDROCORTISONE/NEOMYCIN/THONZONIUM OTIC,d04192
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
TRIAMCINOLONE,d00620
HYDROCORTISONE/NEOMYCIN/POLYMYXIN B OTIC,d03543
HYDROCORTISONE/NEOMYCIN/POLYMYXIN B OPHTHALMIC,d04095
CORTISONE,d00609
COSYNTROPIN,d00607
IBUTILIDE,d03871
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH IRON,d03141
DEXCHLORPHENIRAMINE/METHSCOPOLAMINE/PSE,d05539
DEXCHLORPHENIRAMINE/DEXTROMETHO/PE/PYRILAMINE,d05892
CARBETAPENTANE-PSEUDOEPHEDRINE,d04864
CARBETAPENTANE/PSEUDOEPHEDRINE/PYRILAMINE,d07351
CARBETAPENTANE/DEXCHLORPHENIRAMINE/PE,d07676
BENDROFLUMETHIAZIDE-NADOLOL,d03259
BENDROFLUMETHIAZIDE-NADOLOL,d03259
CHONDROITIN-GLUCOSAMINE,d04420
TRILACICLIB,d09715
SECUKINUMAB,d08341
SECUKINUMAB,d08341
SECUKINUMAB,d08341
SECUKINUMAB,d08341
SECUKINUMAB,d08341
SECUKINUMAB,d08341
DACTINOMYCIN,d00203
DORZOLAMIDE-TIMOLOL OPHTHALMIC,d04303
DORZOLAMIDE-TIMOLOL OPHTHALMIC,d04303
COSYNTROPIN,d00607
CHLORPHENIRAMINE-CODEINE,d05303
CHLORPHENIRAMINE-CODEINE,d05303
ACETAMINOPHEN/CHLORPHENIRAMINE/CODEINE,d07146
MULTIVITAMIN,d03140
HYDROCORTISONE TOPICAL,d03205
METHIONINE,d00489
PANCRELIPASE,d01002
PANCRELIPASE,d01002
COBIMETINIB,d08396
METHYLPHENIDATE,d00900
PREDNISOLONE,d00084
SULFAMETHOXAZOLE-TRIMETHOPRIM,d00124
SULFAMETHOXAZOLE-TRIMETHOPRIM,d00124
SULFAMETHOXAZOLE-TRIMETHOPRIM,d00124
GUAIFENESIN-HYDROCODONE,d03396
GUAIFENESIN-HYDROCODONE,d03396
GUAIFENESIN-HYDROCODONE,d03396
GUAIFENESIN,d00797
DEXTROMETHORPHAN-GUAIFENESIN,d03400
CHLORPHENIRAMINE-DEXTROMETHORPHAN,d03359
CHLORPHENIRAMINE-DEXTROMETHORPHAN,d03359
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d04166
CHLORPHENIRAMINE-DEXTROMETHORPHAN,d03359
ACETAMINOPHEN/DEXTROMETHORPHAN/DOXYLAMINE,d05366
GUAIFENESIN,d00797
DEXTROMETHORPHAN-GUAIFENESIN,d03400
DEXTROMETHORPHAN,d00207
DEXTROMETHORPHAN,d00207
MENTHOL TOPICAL,d03665
MENTHOL TOPICAL,d03665
MENTHOL TOPICAL,d03665
MENTHOL TOPICAL,d03665
MENTHOL TOPICAL,d03665
MENTHOL TOPICAL,d03665
MENTHOL TOPICAL,d03665
MENTHOL TOPICAL,d03665
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
ACETAMINOPHEN/CHLORPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03347
DEXTROMETHORPHAN-GUAIFENESIN,d03400
DEXTROMETHORPHAN,d00207
DEXTROMETHORPHAN,d00207
MULTIVITAMIN WITH MINERALS,d03145
DEXTROMETHORPHAN,d00207
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
CHLORPHENIRAMINE-PHENYLPROPANOLAMINE,d03299
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d03361
BENZOCAINE-DEXTROMETHORPHAN,d03940
WARFARIN,d00022
APAP/CPM/PHENYLEPHRINE/PPA/PYRILAMINE,d03336
ESTERIFIED ESTROGENS-METHYLTESTOSTERONE,d03245
ESTERIFIED ESTROGENS-METHYLTESTOSTERONE,d03245
VERAPAMIL,d00048
OXAPROZIN,d00853
LOSARTAN,d03821
CHLORPHENIRAMINE-PHENYLEPHRINE,d03300
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d03369
CHLORPHENIRAMINE-PHENYLEPHRINE,d03300
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d03369
CARBINOXAMINE-PSEUDOEPHEDRINE,d03570
ASPIRIN-CAFFEINE,d03449
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03370
DEXCHLORPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d04818
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d03369
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d03369
CHLORPHENIRAMINE/METHSCOPOLAMINE/PE,d03338
CHLORPHENIRAMINE/METHSCOPOLAMINE/PSE,d03911
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03370
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CRANBERRY,d04470
CRANBERRY,d04470
CRANBERRY,d04470
ASCORBIC ACID-CRANBERRY,d07455
ASCORBIC ACID-CRANBERRY,d07455
CRANBERRY,d04470
CRANBERRY,d04470
ASCORBIC ACID-CRANBERRY,d07455
GUAIFENESIN-PHENYLEPHRINE,d03381
GUAIFENESIN-PHENYLEPHRINE,d03381
GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,d03403
GUAIFENESIN-PHENYLEPHRINE,d03381
GUAIFENESIN-PHENYLEPHRINE,d03381
GUAIFENESIN/PHENYLEPHRINE/PPA,d03383
"EMOLLIENTS, TOPICAL",d03770
CRINECERFONT,d10238
DEXTROMETHORPHAN,d00207
DEXTROMETHORPHAN,d00207
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03370
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03370
PANCRELIPASE,d01002
PANCRELIPASE,d01002
PANCRELIPASE,d01002
PANCRELIPASE,d01002
DEXTROMETHORPHAN-GUAIFENESIN,d03400
DEXTROMETHORPHAN,d00207
ISAVUCONAZONIUM,d08355
CETYLPYRIDINIUM TOPICAL,d03632
CETYLPYRIDINIUM TOPICAL,d03632
CETYLPYRIDINIUM TOPICAL,d03632
CETYLPYRIDINIUM TOPICAL,d03632
CETYLPYRIDINIUM TOPICAL,d03632
ROSUVASTATIN,d04851
M-CRESYL ACETATE OTIC,d05657
CARBIDOPA-LEVODOPA,d03473
CHROMIUM PICOLINATE,d04142
PROGESTERONE,d00550
ZINC OXIDE TOPICAL,d03192
"EMOLLIENTS, TOPICAL",d03770
MICONAZOLE TOPICAL,d03195
PETROLATUM TOPICAL,d03641
ZINC OXIDE TOPICAL,d03192
INDINAVIR,d03985
CHROMIUM PICOLINATE,d04142
ANTIVENIN (CROTALIDAE) POLYVALENT,d01144
ANTIVENIN (CROTALIDAE) POLYVALENT,d01144
CROMOLYN OPHTHALMIC,d00765
CROMOLYN,d00200
CROMOLYN NASAL,d04394
CROMOLYN OPHTHALMIC,d00765
CROTAMITON TOPICAL,d01280
UNDECYLENIC ACID TOPICAL,d03686
MICONAZOLE TOPICAL,d03195
PENTAFLUOROPROPANE-TETRAFLUOROETHANE TOPICAL,d04911
DIMETHYL SULFOXIDE,d01431
ETHINYL ESTRADIOL-NORGESTREL,d03241
CYANOCOBALAMIN,d00413
CYANOCOBALAMIN,d00413
CYANOCOBALAMIN,d00413
DIGITOXIN,d00209
BUROSUMAB,d08781
CARBETAPENTANE-CHLORPHENIRAMINE,d04770
CARBETAPENTANE/PHENYLEPHRINE/PYRILAMINE,d04850
ASPIRIN,d00170
ASCORBIC ACID,d00426
CYCLOPENTOLATE/PHENYLEPHRINE/TROPICAMIDE OPHTHALMIC,d08794
DAPTOMYCIN,d04894
DAPTOMYCIN,d04894
BACILLUS COAGULANS,d08421
LACTOBACILLUS RHAMNOSUS GG,d05637
BIFIDOBACTERIUM-LACTOBACILLUS,d07400
BIFIDOBACTERIUM ANIMALIS/CHOLECALCIFEROL/LACTOBACILLUS RHAMNOSUS GG,d09555
LACTOBACILLUS RHAMNOSUS GG,d05637
LACTOBACILLUS RHAMNOSUS GG,d05637
LACTOBACILLUS RHAMNOSUS GG,d05637
LACTOBACILLUS RHAMNOSUS GG,d05637
LACTOBACILLUS RHAMNOSUS GG,d05637
LACTOBACILLUS RHAMNOSUS GG,d05637
LACTOBACILLUS RHAMNOSUS GG-OMEGA-3 FATTY ACIDS,d09325
COPPER CHLORIDE,d04203
COPPER SULFATE,d04204
COPPER SULFATE,d04204
COPPER SULFATE,d04204
PENICILLAMINE,d00333
BACITRACIN/NEOMYCIN/POLYMYXIN B TOPICAL,d03524
PETROLATUM TOPICAL,d03641
LEVONORGESTREL,d00557
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
PRAMOXINE TOPICAL,d01303
TURMERIC,d06370
TURMERIC,d06370
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
ISOPROPYL ALCOHOL TOPICAL,d03647
PORACTANT ALFA,d04496
MEDROXYPROGESTERONE,d00284
IMMUNE GLOBULIN SUBCUTANEOUS,d05704
COAL TAR TOPICAL,d03703
"EMOLLIENTS, TOPICAL",d03770
BENZALKONIUM CHLORIDE TOPICAL,d01333
FLUTICASONE TOPICAL,d04284
IMMUNE GLOBULIN SUBCUTANEOUS,d05704
GLYCOPYRROLATE,d00992
TRIENTINE,d01416
GLUCOSE,d00595
GLUCOSE,d00595
GLUCOSE,d00595
AMYL NITRITE/NA NITRITE/NA THIOSULFATE,d04087
CYANOCOBALAMIN,d00413
CYANOCOBALAMIN,d00413
CYANOCOBALAMIN,d00413
HYDROXOCOBALAMIN,d03133
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
CYCLANDELATE,d00692
DESOGESTREL-ETHINYL ESTRADIOL,d03782
CYCLIZINE,d00858
CYCLOBENZAPRINE,d00963
CYCLOBENZAPRINE,d00963
AMCINONIDE TOPICAL,d01283
CYCLOPENTOLATE OPHTHALMIC,d01201
CYCLOPENTOLATE-PHENYLEPHRINE OPHTHALMIC,d03521
CYCLOPENTOLATE/PHENYLEPHRINE/TROPICAMIDE OPHTHALMIC,d08794
CYCLOPENTOLATE OPHTHALMIC,d01201
CYCLOPENTOLATE/KETOROLAC/PHENYLEPHRINE/PROPARACAINE/TROPICAMIDE OPHTHALMIC,d09793
CYCLOPHOSPHAMIDE,d00036
CYCLOSERINE,d01101
BROMOCRIPTINE,d00178
CYCLANDELATE,d00692
CYCLOSPORINE,d00079
CYCLOSPORINE,d00079
CYCLOSPORINE,d00079
CYCLOSPORINE OPHTHALMIC,d04836
CODEINE-PSEUDOEPHEDRINE,d03341
CODEINE/GUAIFENESIN/PSEUDOEPHEDRINE,d03398
CODEINE/GUAIFENESIN/PSEUDOEPHEDRINE,d03398
MEDROXYPROGESTERONE,d00284
CARBINOXAMINE-PSEUDOEPHEDRINE,d03570
CARBINOXAMINE/DEXTROMETHORPHAN/PSE,d03577
CARBINOXAMINE/DEXTROMETHORPHAN/PSE,d03577
TRANEXAMIC ACID,d00529
CYCLOPENTOLATE OPHTHALMIC,d01201
PEMOLINE,d00901
ADALIMUMAB,d04835
ADALIMUMAB,d04835
ADALIMUMAB,d04835
ADALIMUMAB,d04835
ADALIMUMAB,d04835
DULOXETINE,d05355
CODEINE/GUAIFENESIN/PHENYLPROPANOLAMINE,d03407
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d03361
GUAIFENESIN/PHENYLEPHRINE/PPA,d03383
CYANOCOBALAMIN,d00413
CHLOROXYLENOL/HYDROCORTISONE/PRAMOXINE OTIC,d04076
GUAIFENESIN-POTASSIUM GUAIACOLSULFONATE,d05117
CYPROHEPTADINE,d00790
RAMUCIRUMAB,d08252
DESOGESTREL-ETHINYL ESTRADIOL,d03782
DESOGESTREL-ETHINYL ESTRADIOL,d03782
BETAINE,d04875
CYSTEAMINE OPHTHALMIC,d07477
CYSTEAMINE,d03794
CYSTEAMINE OPHTHALMIC,d07477
HYOSCYAMINE/METHENAM/M-BLUE/PHENYL SALICYL,d03618
BENZOIC ACID/METHENAMINE/SODIUM SALICYLATE,d03517
METHENAMINE-SODIUM SALICYLATE,d09610
IOTHALAMATE,d01475
IOTHALAMATE,d01475
DIATRIZOATE,d01473
DIATRIZOATE,d01473
HYOSCYAMINE,d00985
HYOSCYAMINE,d00985
HEXAMINOLEVULINATE,d06771
AMINOGLUTETHIMIDE,d00591
PAFOLACIANINE,d09831
CYTARABINE,d00201
BIOTIN,d06867
CYTOMEGALOVIRUS IMMUNE GLOBULIN,d01134
CYTOMEGALOVIRUS IMMUNE GLOBULIN,d01134
LIOTHYRONINE,d00658
UBIQUINOL,d08412
CYTARABINE,d00201
MISOPROSTOL,d00303
GANCICLOVIR,d00066
CYCLOPHOSPHAMIDE,d00036
CYCLOPHOSPHAMIDE,d00036
CITRIC ACID-SODIUM CITRATE,d03952
CITRIC ACID/POTASSIUM CITRATE/SODIUM CITRATE,d03951
CITRIC ACID-POTASSIUM CITRATE,d00439
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d03361
DEXBROMPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d06058
CHOLECALCIFEROL,d03129
CHOLECALCIFEROL,d03129
CHLORPHENIRAMINE/METHSCOPOLAMINE/PE,d03338
CHLORPHENIRAMINE/METHSCOPOLAMINE/PE,d03338
DIHYDROERGOTAMINE,d00211
CHOLECALCIFEROL,d03129
CHOLECALCIFEROL,d03129
CHOLECALCIFEROL-MENAQUINONE,d09470
CHOLECALCIFEROL,d03129
CHOLECALCIFEROL,d03129
CHOLECALCIFEROL,d03129
CHOLECALCIFEROL,d03129
MULTIVITAMIN,d03140
DABIGATRAN,d07137
DACARBAZINE,d00202
CARBINOXAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d05150
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
DECITABINE,d05788
"OPHTHALMIC IRRIGATION, EXTRAOCULAR",d03681
DACTINOMYCIN,d00203
CICLOPIROX-SALICYLIC ACID TOPICAL,d09996
MULTIVITAMIN WITH MINERALS,d03145
BIFIDOBACTERIUM-LACTOBACILLUS,d07400
MULTIVITAMIN,d03140
PSYLLIUM,d01018
CLEMASTINE,d00780
"EMOLLIENTS, TOPICAL",d03770
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN,d03140
MULTIVITAMIN WITH IRON,d03141
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH IRON,d03141
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN,d03140
MULTIVITAMIN WITH MINERALS,d03145
CLEMASTINE-PHENYLPROPANOLAMINE,d03303
CLEMASTINE,d00780
CLEMASTINE-PHENYLPROPANOLAMINE,d03303
MULTIVITAMIN,d03140
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH IRON,d03141
LACTASE-RENNET,d08490
LACTASE,d03897
LACTASE,d03897
LACTASE,d03897
SODIUM HYPOCHLORITE TOPICAL,d01335
SODIUM HYPOCHLORITE TOPICAL,d01335
SODIUM HYPOCHLORITE TOPICAL,d01335
DACLATASVIR,d08285
DEXAMETHASONE,d00206
DEXAMETHASONE,d00206
DEXAMETHASONE,d00206
DALFAMPRIDINE,d07546
DEZOCINE,d00837
ROFLUMILAST,d07684
CHLORCYCLIZINE-PHENYLEPHRINE,d07810
CHLORPHENIRAMINE/METHSCOPOLAMINE/PE,d03338
BROMPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03368
CHLORPHENIRAMINE-PHENYLEPHRINE,d03300
CHLORPHENIRAMINE-PHENYLEPHRINE,d03300
CHLORPHENIRAMINE/METHSCOPOLAMINE/PE,d03338
BROMPHENIRAMINE-PSEUDOEPHEDRINE,d03301
CHLORPHENIRAMINE/METHSCOPOLAMINE/PE,d03338
CHLORPHENIRAMINE/METHSCOPOLAMINE/PSE,d03911
CHLORPHENIRAMINE/METHSCOPOLAMINE/PE,d03338
CHLORPHENIRAMINE/METHSCOPOLAMINE/PE,d03338
CHLORPHENIRAMINE-PHENYLEPHRINE,d03300
FLURAZEPAM,d00238
DALBAVANCIN,d08264
ASPIRIN-HYDROCODONE,d03429
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
DANAZOL,d00204
SELENIUM SULFIDE TOPICAL,d03210
PYRITHIONE ZINC TOPICAL,d01263
SELENIUM SULFIDE TOPICAL,d03210
SELENIUM SULFIDE TOPICAL,d03210
PYRITHIONE ZINC TOPICAL,d01263
PYRITHIONE ZINC TOPICAL,d01263
DANAZOL,d00204
DANTROLENE,d00968
DANTROLENE,d00968
DANTROLENE,d00968
NAXITAMAB,d09688
NILOTINIB,d07057
DAPAGLIFLOZIN,d07928
DAPAGLIFLOZIN-METFORMIN,d08245
DAPSONE,d00098
DAPSONE TOPICAL,d05543
DIPHTHERIA/TETANUS/PERTUSSIS (DTAP) PEDIATRIC VACCINE,d05782
DAPTOMYCIN,d04894
DICHLORPHENAMIDE,d00639
PYRIMETHAMINE,d00364
HYOSCYAMINE/METHENAM/M-BLUE/PHENYL SALICYL,d03618
DARIFENACIN,d05422
HYOSCYAMINE/METHENAM/M-BLUE/PHENYL SALICYL,d03618
GLYCOPYRROLATE,d00992
DARUNAVIR,d05825
ACETAMINOPHEN-PROPOXYPHENE,d03434
ACETAMINOPHEN-PROPOXYPHENE,d03434
ACETAMINOPHEN-PROPOXYPHENE,d03434
PROPOXYPHENE,d00360
ASA/CAFFEINE/PROPOXYPHENE,d03435
ASA/CAFFEINE/PROPOXYPHENE,d03435
PROPOXYPHENE,d00360
DARATUMUMAB,d08399
DARATUMUMAB-HYALURONIDASE,d09560
DASATINIB,d05831
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
ETHINYL ESTRADIOL-NORETHINDRONE,d03238
DATOPOTAMAB DERUXTECAN,d10252
IOFLUPANE I-123,d05895
DAUNORUBICIN,d00205
DAUNORUBICIN LIPOSOMAL,d04239
GLASDEGIB,d09075
MULTIVITAMIN,d03140
CEPHALEXIN,d00096
DAXIBOTULINUMTOXINA,d09920
ACETAMINOPHEN/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03342
ACETAMINOPHEN/DEXTROMETHORPHAN/PHENYLEPHRINE,d05583
ACETAMINOPHEN/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03342
MULTIVITAMIN,d03140
MULTIVITAMIN WITH IRON,d03141
TROFINETIDE,d10021
CLEMASTINE,d00780
CLEMASTINE-PHENYLPROPANOLAMINE,d03303
OXAPROZIN,d00853
ACETAMINOPHEN/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03342
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
ACETAMINOPHEN/DEXTROMETHORPHAN/PHENYLEPHRINE,d05583
DEXTROMETHORPHAN,d00207
ACETAMINOPHEN/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03342
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
DEXTROMETHORPHAN-GUAIFENESIN,d03400
DEXTROMETHORPHAN-GUAIFENESIN,d03400
ACETAMINOPHEN/DEXTROMETHORPHAN/PHENYLEPHRINE,d05583
IBUPROFEN-PSEUDOEPHEDRINE,d03292
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
GUAIFENESIN-PHENYLPROPANOLAMINE,d03382
ACETAMINOPHEN/DEXTROMETHORPHAN/DOXYLAMINE/GUAIFENESIN/PHENYLEPHRINE,d08419
ETHINYL ESTRADIOL-LEVONORGESTREL,d03242
ACETAMINOPHEN/DEXTROMETHORPHAN/PHENYLEPHRINE,d05583
ACETAMINOPHEN/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03342
ACETAMINOPHEN/DEXTROMETHORPHAN/PHENYLEPHRINE,d05583
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d04166
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
ACETAMINOPHEN/DEXTROMETHORPHAN/DOXYLAMINE/PHENYLEPHRINE,d04793
ACETAMINOPHEN/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03342
ACETAMINOPHEN/DEXTROMETHORPHAN/PHENYLEPHRINE,d05583
ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d05778
YOHIMBINE,d01386
METHYLPHENIDATE,d00900
LEMBOREXANT,d09561
BRIMONIDINE/IVERMECTIN/METRONIDAZOLE/NIACINAMIDE TOPICAL,d09994
OXYCODONE,d00329
HYDROCORTISONE/IODOQUINOL/KETOCONAZOLE TOPICAL,d09652
BRIMONIDINE TOPICAL,d08119
BIOTIN,d06867
BIOTIN,d06867
DOCUSATE,d01021
LIDOCAINE,d00059
DESMOPRESSIN,d00583
DESMOPRESSIN,d00583
DESMOPRESSIN,d00583
CHOLECALCIFEROL,d03129
CHOLECALCIFEROL-OMEGA-3 POLYUNSATURATED FATTY ACIDS,d09914
OMEGA-3 POLYUNSATURATED FATTY ACIDS,d00497
SULFONATED PHENOLICS-SULFURIC ACID TOPICAL,d07944
NORETHINDRONE,d00555
DEXTRANOMER TOPICAL,d01317
DEXTRANOMER TOPICAL,d01317
CARBAMIDE PEROXIDE OTIC,d03990
CARBAMIDE PEROXIDE OTIC,d03990
ISOPROPYL ALCOHOL OTIC,d07407
ISOPROPYL ALCOHOL OTIC,d07407
DEXAMETHASONE,d00206
DEXAMETHASONE,d00206
DEXAMETHASONE OPHTHALMIC,d03968
DEXAMETHASONE,d00206
DEXAMETHASONE OPHTHALMIC,d03968
DEXAMETHASONE TOPICAL,d00626
DEXAMETHASONE-LIDOCAINE,d04237
DEXAMETHASONE,d00206
NANDROLONE,d00568
MULTIVITAMIN WITH MINERALS,d03145
CARBINOXAMINE/DEXTROMETHORPHAN/PSE,d03577
DEXAMETHASONE,d00206
DEXAMETHASONE,d00206
CHOLECALCIFEROL,d03129
DEXAMETHASONE TOPICAL,d00626
TETANUS-DIPHTHERIA TOXOIDS (TD) ADULT/ADOLESCENT VACCINE,d04921
CHLORPHENIRAMINE-PHENYLEPHRINE,d03300
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d03369
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d03369
CHLORPHENIRAMINE-PHENYLEPHRINE,d03300
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d03369
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d03369
GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,d03403
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d03361
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d03361
HYDROCODONE/PHENYLEPHRINE/PYRILAMINE,d03366
HYDROCODONE-POTASSIUM GUAIACOLSULFONATE,d03915
DEHYDROCHOLIC ACID,d01030
DECITABINE,d05788
DEMECLOCYCLINE,d01068
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
PSEUDOEPHEDRINE,d00769
CHLORPHENIRAMINE/CODEINE/PSEUDOEPHEDRINE,d03362
CODEINE/GUAIFENESIN/PSEUDOEPHEDRINE,d03398
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
GUAIFENESIN/HYDROCODONE/PSEUDOEPHEDRINE,d03404
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
GUAIFENESIN-PHENYLEPHRINE,d03381
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
GUAIFENESIN-PHENYLEPHRINE,d03381
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
CHLORPHENIRAMINE/PE/PPA/PHENYLTOLOXAMINE,d03310
PSEUDOEPHEDRINE,d00769
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
DEXTROMETHORPHAN-PSEUDOEPHEDRINE,d03354
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
CHLORPHENIRAMINE/PE/PPA/PHENYLTOLOXAMINE,d03310
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CHLORPHENIRAMINE-PHENYLPROPANOLAMINE,d03299
ATROPINE/CPM/HYOSCYAMINE/PE/PPA/SCOPOLAMINE,d03339
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CODEINE/GUAIFENESIN/PSEUDOEPHEDRINE,d03398
PHENYLEPHRINE-PYRILAMINE,d04446
DEXTROMETHORPHAN/PHENYLEPHRINE/PYRILAMINE,d03371
GUAIFENESIN-PHENYLEPHRINE,d03381
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
